date_time,weather_id,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa
25/09/2024 14:30,7252,London,Winter,9.304054725367838,66,0.8796200548346595,52,875,Rain,995.4476558003696
14/08/2024 06:03,7359,London,Winter,3.058734450820033,49,7.815899044355893,56,5100,Clear,1009.1407152455288
28/04/2024 15:25,5226,London,Spring,3.9442030029727775,30,11.73042378583524,6,1505,Clear,999.4245618561964
02/06/2024 08:11,8786,London,Autumn,18.128430739335368,63,1.839717204481453,33,2164,Clear,996.9436546783406
09/12/2024 14:59,8586,London,Autumn,28.81224216229007,25,0.4678111653401577,33,450,Storm,998.0162984037456
12/04/2024 01:16,5513,London,Unknown,18.128430739335368,72,9.372485881141344,32,5726,Clear,1015.1021541160262
30/05/2024 06:18,6480,London,Spring,14.717534397885029,43,100.0,30,6979,Storm,994.827907447033
21/08/2024 15:22,8210,London,Summer,-0.733401852792209,69,9.867400608924658,52,4638,Snow,992.5770551489104
02/03/2024 09:21,7213,London,Autumn,23.15901141990624,85,2.6030182673618234,44,4766,Storm,1015.6717319718142
07/01/2024 21:47,8736,London,Unknown,29.154224732301472,23,0.3563204448232371,22,2286,Snow,984.1735796737632
10/03/2024 19:08,6920,London,Spring,12.170266080360705,34,5.674446888211346,8,6839,Fog,1008.6120082913668
03/10/2024 15:14,7226,London,Winter,15.851329480664258,77,11.356740349680436,42,8131,Fog,998.0997818165008
27/04/2024 12:08,6980,London,Winter,3.2315419033267787,30,9.400446161916,31,1871,Storm,1010.0269445067293
01/12/2024 18:02,5109,London,Winter,7.496221164019673,90,1.353734350855906,58,2204,Clear,987.7835288377058
27/05/2024 14:49,7812,London,Winter,13.00011966535827,80,150.0,19,7079,Clear,1016.6536370164628
19/09/2024 23:04,7853,London,Unknown,3.666653005644504,35,8.865906323635818,15,8554,Storm,998.8126857618172
19/04/2024 15:06,5095,London,Spring,10.25603118994901,53,3.5536276914896217,44,6800,Clear,999.2273620779164
21/10/2024 11:50,7084,London,Winter,22.123351291866804,35,10.90228715143829,52,7071,Fog,994.1528027685588
10/03/2024 15:36,8438,London,Autumn,9.645261925613845,71,200.0,13,1762,Fog,1012.4653527838154
28/08/2024 02:10,6700,London,Unknown,27.822552029711147,68,13.542588036287956,49,6737,Snow,996.7193371112594
16/02/2024 09:22,6132,London,Spring,28.46743462774236,88,2.346049742852041,58,8785,Clear,981.6650256133544
04/02/2024 02:34,5959,London,Winter,18.128430739335368,96,8.318054978160987,46,50000,Snow,1016.7754112286602
23/02/2024 19:11,8721,London,Summer,19.21030629215363,87,7.972749550234807,4,1213,Rain,1014.9244075703242
20/10/2024 11:02,5679,London,Spring,20.29550533297184,59,4.342114337630932,41,9735,Storm,1000.015557843901
27/03/2024 13:19,8705,London,Spring,9.028628374883883,51,150.0,37,1393,Rain,990.6467258460152
01/04/2024 23:15,6118,London,Spring,31.81606610550281,52,0.3224083033248206,48,2724,Fog,999.4061494959552
09/10/2024 14:14,6174,London,Unknown,25.73043760729829,81,12.9704106512238,25,9280,Storm,989.5867183316482
31/05/2024 00:33,8377,London,Winter,27.690569988939444,58,0.4717418133399089,24,9784,Storm,1003.544605371668
25/03/2024 14:12,5957,London,Autumn,18.128430739335368,39,0.019640059017969,35,2288,Rain,1018.7803774618632
29/08/2024 19:59,8969,London,Unknown,22.87418195444761,96,7.291637110461584,0,3784,Clear,999.2005036064812
09/03/2024 21:15,6217,London,Summer,5.674499596961626,76,13.521103652014745,28,9160,Snow,987.852466158083
13/04/2024 22:01,7857,London,Winter,24.072922540661462,89,6.843904537748417,6,2645,Rain,993.710146800808
10/09/2024 17:42,6066,London,Unknown,19.7857014921451,37,5.579148223634977,14,257,Clear,993.049339956522
12/06/2024 21:10,7996,London,Autumn,17.800304645960022,49,4.595204880463292,9,3940,Rain,1006.1162506972144
10/02/2024 04:42,7623,London,Summer,17.959305645007102,67,16.809603097282846,15,4488,Rain,1006.5249424697188
27/12/2024 09:22,8007,London,Spring,11.176904899987695,50,19.52657773933669,40,825,Fog,1021.7875388550596
17/09/2024 23:48,6750,London,Winter,18.92433898727377,52,10.106392337172185,16,903,Rain,1002.1427049675676
16/09/2024 06:48,5355,London,Summer,35.61907703983624,26,100.0,3,8451,Rain,995.1054223346248
28/05/2024 10:58,5306,London,Winter,15.077350103715837,44,0.1682742682909142,13,3623,Fog,999.8374111012982
30/06/2024 08:56,6801,London,Spring,9.332861110317332,75,8.160753124836337,3,9611,Fog,1000.6803203857336
20/10/2024 09:07,8959,London,Summer,3.950991437556079,30,5.146179862907443,27,5169,Rain,994.0533044115972
10/09/2024 03:55,5566,London,Spring,3.522769371000628,85,9.380536349478302,31,3787,Storm,997.118666777338
08/12/2024 05:21,7136,London,Spring,22.563858280847768,35,5.317662062180928,27,6372,Rain,997.679505455482
06/05/2024 20:50,7117,London,Spring,5.746287993114798,43,15.459116180387095,15,8566,Clear,1014.2726910233222
19/06/2024 06:53,5468,London,Unknown,21.603357640642628,59,7.848696203860976,20,850,Fog,1003.4333578870172
19/11/2024 19:16,8412,London,Winter,16.98141524203161,79,9.906546858707458,3,9468,Rain,1010.6472735100002
28/01/2024 18:33,7991,London,Autumn,13.440395397397769,58,7.811594819905448,0,3470,Fog,997.579135874668
22/10/2024 14:39,5877,London,Autumn,13.390997292908336,26,12.213195462228889,17,4536,Rain,1018.4427612118868
13/09/2024 08:26,5865,London,Autumn,32.32695599983006,77,17.778399737179093,51,2323,Fog,986.4805916165312
07/09/2024 14:12,8775,London,Unknown,11.103280244368918,61,8.492245383890904,15,9599,Fog,1001.4043071958478
23/12/2024 17:34,7716,London,Summer,44.02243112552567,22,1.3594464096368624,35,2059,Fog,995.339941138272
26/07/2024 11:07,6376,London,Spring,8.424693588221,51,14.192429645943236,20,1780,Rain,996.5187583298908
13/05/2024 20:22,5187,London,Summer,9.860321023855663,35,4.89416560760305,58,191,Fog,1010.7457752677068
11/04/2024 13:22,7191,London,Winter,31.252029982939327,46,9.897784792085798,8,8845,Rain,997.8390982093464
15/03/2024 19:21,8508,London,Spring,23.27413790384365,29,3.4627423516791342,35,2123,Rain,997.028516506504
26/07/2024 10:12,7016,London,Spring,6.932660538434067,73,11.528978208758124,47,5417,Fog,1012.9146254531508
16/08/2024 08:59,8175,London,Autumn,18.128430739335368,48,10.707470317071785,37,9950,Rain,998.6243072683824
12/02/2024 12:23,5877,London,Autumn,39.56110410967923,87,3.267875229921502,9,7068,Rain,1011.3406062006792
13/12/2024 06:58,5233,London,Spring,18.128430739335368,97,7.6087985689547,36,3308,Clear,988.9068465016232
11/07/2024 22:13,5051,London,Summer,18.128430739335368,83,14.43036929068893,52,7372,Clear,1003.6603349219084
31/05/2024 04:15,6992,London,Summer,-9.492285565074615,67,7.069454237410575,19,9173,Fog,1000.3040927724336
15/01/2024 09:25,8172,London,Winter,3.577260842151519,30,0.1001686886290391,5,2069,Rain,990.098143025686
21/01/2024 00:07,5248,London,Autumn,35.99080165307224,81,8.606005247286774,18,6853,Fog,1002.5705795937744
03/09/2024 23:31,5228,London,Unknown,13.108525367375254,55,24.164997980935333,50,3752,Fog,1008.5162196889032
05/06/2024 11:48,8101,London,Unknown,33.53638109669451,43,4.742761409275776,1,235,Rain,1009.9838710021857
06/01/2024 09:08,8888,London,Autumn,20.860574526468344,86,5.644936553609592,27,5827,Rain,1003.3153479708892
09/10/2024 18:06,8835,London,Summer,4.48560108523666,54,4.35281786914174,12,4006,Storm,994.6282384258822
29/11/2024 04:12,5456,London,Autumn,18.671351657433792,85,3.039418010579835,23,8694,Rain,998.3942885666064
21/08/2024 13:40,8561,London,Autumn,16.158279358281703,66,3.767815833280509,17,838,Fog,999.1486930638764
06/02/2024 20:58,7284,London,Autumn,35.16153236815177,78,4.509635595049838,23,4876,Clear,1002.6196384337668
17/06/2024 12:04,6347,London,Spring,30.72856854725564,94,2.2959049493992696,59,4124,Clear,1010.1468251733012
30/07/2024 04:41,8582,London,Summer,23.916478840923823,40,0.8435229038878571,1,3937,Rain,1011.7016532613676
29/10/2024 21:41,7219,London,Summer,9.64600218332285,35,2.049266135150965,34,9601,Rain,1011.010571661109
14/05/2024 08:55,6111,London,Autumn,3.251843037835272,72,5.140995987129081,27,6472,Fog,993.6484378937683
04/04/2024 16:32,8397,London,Autumn,13.835753682109084,63,9.131727438523264,10,7656,Snow,989.864886743963
07/03/2024 06:46,8571,London,Summer,21.278161541663035,98,12.60029068313439,30,103,Snow,1010.9094308865848
29/04/2024 10:01,8546,London,Summer,19.644675287215936,47,200.0,29,8979,Storm,1002.6299013539748
02/05/2024 21:37,8921,London,Autumn,26.526183532834743,89,4.203547800255927,54,6374,Storm,990.0448218155484
30/08/2024 20:24,6900,London,Summer,18.16719404047109,58,1.7012097497777527,40,613,Storm,991.6467558736484
06/10/2024 01:16,7691,London,Summer,28.02413346966973,75,1.669910617425984,42,6116,Snow,1004.1543679780918
17/06/2024 19:15,8021,London,Spring,15.039042028579525,89,3.915950176574629,17,1358,Rain,994.8708931245018
07/12/2024 06:50,8757,London,Autumn,20.287760362321315,82,10.449957381600296,47,7461,Clear,1009.4592562008752
14/02/2024 08:52,7409,London,Spring,17.866142059260916,28,1.3687033932801338,19,7399,Storm,1008.5909741383108
16/02/2024 17:28,7722,London,Unknown,6.952152672448964,37,5.611007308743206,26,6589,Clear,986.4411872447622
05/10/2024 01:31,7782,London,Spring,2.908475398995151,83,1.0690082686983695,28,1937,Rain,1005.875074273282
23/01/2024 11:47,7254,London,Spring,21.038111549410864,64,17.765383783862553,37,1123,Rain,1004.9060610106842
09/09/2024 19:37,6040,London,Autumn,18.3792450483013,32,29.887605477426124,42,5341,Rain,986.1745538788906
12/06/2024 02:45,8107,London,Spring,12.776533844212697,34,7.65306873684724,30,6190,Snow,989.3469315983943
14/11/2024 18:23,6709,London,Unknown,16.36506987268846,68,14.27237549262317,38,406,Storm,993.3548946067136
14/03/2024 12:15,7742,London,Unknown,20.067385280075207,74,2.7896346083021872,1,6834,Snow,1006.3501634940224
14/08/2024 19:18,5224,London,Summer,14.060677360882435,93,5.158906035999721,35,3097,Snow,995.1927056349692
29/03/2024 12:53,7653,London,Spring,18.128430739335368,75,2.909694410702297,43,8966,Rain,1007.8688237556602
06/11/2024 13:05,7197,London,Autumn,13.044514632902317,68,4.281900657477523,27,50000,Rain,984.3335498912986
11/07/2024 23:52,5254,London,Summer,31.191461296375696,98,5.442999129035545,48,5357,Clear,1018.2630956907306
04/09/2024 06:22,7199,London,Unknown,22.074196441905745,91,3.6432993690571873,40,8426,Storm,984.6529043945322
12/04/2024 19:51,8399,London,Autumn,21.677251726241792,77,0.1745380029685632,38,5979,Fog,1000.0654532982225
28/03/2024 11:46,8822,London,Autumn,32.92082830250525,70,7.134787163691282,32,5862,Snow,1012.903380140613
11/05/2024 08:35,5064,London,Spring,-3.738521228699554,79,1.5513944082764055,16,8465,Clear,1001.9393747112996
18/01/2024 07:23,5194,London,Spring,26.52425326313993,48,5.271412431084784,55,8820,Clear,983.1244587916397
06/03/2024 21:59,5741,London,Spring,13.575082720316765,46,13.749434182252635,21,6479,Clear,1005.0942048128576
25/09/2024 19:24,8619,London,Unknown,5.096269033630406,56,7.132982980468223,26,1033,Snow,998.657550986025
04/09/2024 07:38,6920,London,Unknown,11.469521627684331,53,14.393151105983522,25,5249,Snow,999.8017638409216
06/04/2024 05:39,8383,London,Unknown,29.81376713605542,77,1.6131613993136042,48,7539,Rain,1005.8289903707991
30/12/2024 19:42,8750,London,Summer,23.59381120285923,74,3.4387690142306813,36,6686,Rain,994.334270148726
23/09/2024 01:01,7605,London,Unknown,25.15316806305996,73,6.62286413017973,52,7788,Rain,992.4958952660332
27/07/2024 21:12,8678,London,Spring,15.016327515856206,27,20.877380595169395,53,6424,Rain,984.8412481953122
12/03/2024 00:14,5027,London,Unknown,14.995424402341357,82,12.63296965474082,23,1978,Snow,988.6649847050878
08/08/2024 19:01,8706,London,Unknown,23.88439654347811,61,1.1759122047225654,11,4772,Clear,992.5465484015212
27/02/2024 15:26,6443,London,Summer,26.63532113298397,70,100.0,55,6023,Rain,1002.1847607505072
22/06/2024 23:45,6708,London,Autumn,29.95525428715428,57,3.75096234712532,14,8856,Clear,1006.8136958789167
16/06/2024 15:53,5523,London,Winter,21.43669500063017,46,1.360770062504956,33,7959,Fog,1001.9406232681976
08/02/2024 01:21,6016,London,Autumn,20.61759949985425,96,2.2086434601258707,5,7873,Rain,984.3415265747414
24/08/2024 08:34,8434,London,Summer,14.199502236957166,89,7.593278305647066,55,680,Clear,991.9493097842478
24/11/2024 01:51,7302,London,Summer,-3.172446731764232,96,4.313793778591187,7,3680,Rain,1005.6415622145372
29/12/2024 23:17,6387,London,Winter,16.42848261436625,43,2.5054153197145337,44,8684,Clear,1006.6961554958054
29/03/2024 01:52,5648,London,Spring,20.359467163440627,91,6.159101616396747,32,7371,Fog,993.8871711939752
30/11/2024 04:45,5629,London,Summer,20.77324513583136,83,19.416206935488493,14,3599,Rain,1011.2591825490548
04/05/2024 01:00,6087,London,Summer,19.39434115149868,66,11.155471368321653,24,9040,Rain,998.7634567802768
21/09/2024 17:41,6147,London,Spring,10.98129357014431,97,5.265109133336439,1,5748,Snow,1010.345639694822
13/10/2024 06:39,7862,London,Autumn,15.441773893383685,79,2.6446451878867325,55,1192,Clear,976.5190293960236
05/07/2024 09:18,8748,London,Autumn,15.416069887240932,45,15.827661523926398,31,5509,Rain,1018.711126873722
11/09/2024 17:45,5999,London,Summer,20.63811339033104,58,8.216270189877456,10,2126,Clear,1003.4870863843356
24/10/2024 22:35,6723,London,Autumn,34.19863079206448,61,7.146919901488825,24,220,Clear,985.5138470296037
14/03/2024 03:04,7698,London,Summer,60.0,97,10.058251746237486,18,6517,Rain,1007.1198765711348
10/02/2024 20:29,6964,London,Winter,20.33835828267753,55,11.55596795402259,58,6266,Rain,1011.9209719016258
06/02/2024 19:29,8073,London,Summer,7.65132948588144,22,10.3920292197888,37,1089,Clear,1003.2351519328912
07/01/2024 02:34,8884,London,Spring,15.60254880841751,80,150.0,16,861,Clear,1003.4746427918004
17/06/2024 23:50,7409,London,Spring,18.128430739335368,94,12.73395088944817,50,4105,Fog,976.704713713258
23/03/2024 23:22,6051,London,Winter,4.501456604987684,48,17.084942198152078,51,6751,Rain,993.3108717299616
18/02/2024 23:27,7596,London,Summer,21.69379392525789,85,4.565109639250355,18,5277,Clear,993.7590370847752
17/06/2024 04:10,6823,London,Unknown,15.765812337348963,42,6.09450928713637,54,4968,Clear,993.6842443791307
20/03/2024 13:12,8235,London,Autumn,18.02740629973447,28,2.833159895915511,4,4158,Fog,1008.9891766312114
28/01/2024 19:21,8571,London,Autumn,8.027900961472797,25,4.826465132447167,54,4599,Fog,1005.0478706942272
18/08/2024 08:47,7633,London,Autumn,3.891139489854078,21,5.905744396848633,27,7380,Storm,991.1973805641084
11/06/2024 01:51,7337,London,Unknown,14.937365868250891,65,0.6488900952179639,25,2661,Rain,996.7156571330032
12/01/2024 05:25,5519,London,Unknown,22.370929875931004,72,8.04427663766706,43,2672,Storm,996.6179282701952
07/06/2024 23:59,5914,London,Summer,23.530139605794293,82,21.008009266382658,45,1865,Snow,989.369129187441
16/08/2024 09:27,6168,London,Autumn,25.175555891688653,83,7.334324565970125,56,7048,Rain,992.890688330834
04/01/2024 19:01,8396,London,Unknown,9.919952509701629,25,7.542364783167892,35,4735,Storm,992.9770847148473
21/02/2024 07:37,8541,London,Autumn,7.919872005687351,20,7.078267189058861,58,9105,Fog,988.9251244349892
30/06/2024 18:20,5193,London,Spring,13.217201686579909,35,9.39953591245482,55,6872,Snow,1009.0554366037472
05/02/2024 13:02,6576,London,Spring,35.12770086696092,62,7.329182748297796,55,8577,Fog,985.5956384480093
24/03/2024 11:02,6975,London,Spring,6.021283398898211,57,4.637924476113782,20,5130,Fog,994.5863814165996
28/04/2024 01:29,6504,London,Summer,20.48932745043032,67,4.670391233488093,37,1764,Storm,1004.520423823296
10/09/2024 10:16,5753,London,Autumn,10.428129895895562,44,29.94812632152357,8,2046,Rain,978.6551877227542
26/08/2024 22:39,7016,London,Summer,22.84522014227416,92,1.666031616442024,50,6383,Storm,1012.066196815024
21/01/2024 22:04,6596,London,Unknown,18.128430739335368,37,2.0842856096241755,11,6682,Snow,1009.9821482929284
15/12/2024 05:57,6534,London,Spring,16.261277483058027,25,1.7779901905209448,56,4743,Fog,997.0159045511842
25/05/2024 13:05,5997,London,Summer,19.755107118821854,49,0.637769197673201,59,8330,Clear,997.8602432325335
12/04/2024 13:17,5512,London,Unknown,8.169854746354744,89,3.702926571013327,11,2204,Rain,999.5172499054422
16/02/2024 22:38,8481,London,Spring,20.777945531991527,57,3.6979210887733007,47,8116,Rain,1000.782876067826
21/05/2024 16:07,8565,London,Winter,16.135165042983132,97,10.15513472897985,21,6317,Snow,1000.2079602417208
04/09/2024 09:49,6994,London,Winter,27.388429594898923,29,13.329114000740418,52,883,Fog,991.9534392097496
28/02/2024 22:46,5878,London,Winter,19.93285978388447,54,13.667763829815623,35,4560,Rain,1014.120909707316
19/02/2024 07:17,8442,London,Spring,1.8767376501578283,56,15.909815749054106,12,3313,Rain,982.8636316416312
02/05/2024 22:15,5025,London,Autumn,27.322513761383785,70,4.560658372349328,41,3910,Clear,997.95794374385
30/07/2024 03:47,8249,London,Winter,14.995419784497066,46,6.415471079085028,48,8489,Storm,996.202434321626
13/04/2024 14:45,5485,London,Winter,32.64999942727462,76,11.95233566904162,15,4790,Rain,995.5313885406374
27/11/2024 12:53,5698,London,Winter,29.99606093474218,48,21.214651340819525,41,880,Rain,1010.6826240718758
20/01/2024 20:24,5834,London,Autumn,14.840600391608197,73,6.2069234544078,26,3720,Storm,999.7272532784034
07/11/2024 08:26,8607,London,Autumn,33.27543130085565,51,1.3350397301062549,32,632,Storm,1005.3859901325928
21/09/2024 13:51,5797,London,Summer,28.98377857255919,22,0.6592987165873785,25,5402,Rain,1035.5494957248434
30/05/2024 00:36,5361,London,Summer,12.136542427977968,57,200.0,57,7123,Storm,1003.0755428508412
12/06/2024 06:17,7973,London,Unknown,21.97779263406958,54,100.0,36,5561,Fog,995.8951105171182
31/01/2024 13:48,5242,London,Autumn,18.128430739335368,24,8.339175165789477,26,883,Snow,992.7737805386768
23/09/2024 09:18,7503,London,Winter,60.0,52,100.0,0,1439,Clear,995.1517719644222
21/01/2024 00:31,6240,London,Spring,19.531163611704745,34,9.41735169494737,15,9604,Rain,1017.825741533116
26/03/2024 09:31,8905,London,Summer,20.513917647609155,87,4.08056781041845,19,5994,Rain,998.0386008934336
24/08/2024 00:23,7249,London,Winter,7.71239198609409,57,0.7324101363745115,17,3885,Fog,1001.5187650350144
07/03/2024 23:52,7989,London,Winter,15.87938733484641,56,16.859047274928976,15,9756,Rain,1012.4127806697836
28/05/2024 08:47,5701,London,Spring,14.745436071953916,20,6.086804701985736,57,8448,Clear,983.5843101750576
20/10/2024 11:59,5368,London,Unknown,35.281632257620466,36,3.2189964136612623,32,7817,Snow,988.923074246848
04/01/2024 01:32,6180,London,Winter,29.114772060444903,36,0.8561200224932017,41,8082,Rain,985.9671687047984
07/10/2024 19:31,8762,London,Summer,19.38862866546616,93,13.657331155710937,2,536,Storm,1007.605222074446
03/09/2024 10:19,7577,London,Spring,26.941202444046574,77,8.707187469029249,41,6833,Rain,999.602636322018
24/06/2024 11:46,7432,London,Unknown,29.11438593978828,76,5.993424408196704,26,9821,Storm,1010.0607227867656
16/11/2024 02:37,8352,London,Unknown,30.552269615567187,57,16.736720506966684,45,4216,Rain,981.5353958962834
09/07/2024 02:32,5265,London,Winter,5.203539855018766,90,4.575969961645271,18,5191,Rain,1000.051933264616
07/03/2024 02:22,5129,London,Spring,1.8720709839574496,99,6.58442248694311,3,112,Rain,994.8177091820796
23/10/2024 20:43,8131,London,Summer,13.372538591323949,52,1.915165446040886,33,9891,Fog,997.8910749066354
04/10/2024 08:13,5210,London,Unknown,22.206818211990704,97,13.55696663726417,36,2278,Storm,1015.1907037003676
30/10/2024 23:47,5992,London,Winter,14.393757694665826,87,0.5530317321193658,59,4402,Rain,1004.2405492007684
09/02/2024 16:33,6771,London,Winter,19.846465968465576,36,19.34759866412676,26,4232,Rain,1006.9313670480392
20/04/2024 00:01,8618,London,Autumn,23.54065865192418,78,22.02681346478486,21,4914,Rain,1004.3155741433768
10/07/2024 01:02,7002,London,Autumn,22.74539782588598,62,10.591746593092918,25,3701,Rain,1003.3905609630102
05/08/2024 19:44,8194,London,Unknown,22.694994574678333,25,2.7986876505497813,7,6035,Rain,1015.0998320780764
18/11/2024 14:19,5475,London,Autumn,38.93286356292905,77,1.5329807540045088,53,50000,Fog,997.9142922861836
23/12/2024 09:34,8793,London,Unknown,21.048106380506088,54,5.844931583306527,30,4100,Storm,1010.2220625121404
31/08/2024 21:05,8248,London,Autumn,20.73159790380377,83,4.525898725290526,45,2337,Rain,997.167737066886
11/08/2024 22:27,7691,London,Unknown,11.499438308757128,37,13.925692086039485,8,4285,Rain,1000.0052591079976
24/05/2024 15:50,6098,London,Summer,9.74932807724478,99,6.949659525464758,26,4790,Rain,1006.0242926794022
31/07/2024 07:39,7739,London,Unknown,20.17194488573605,30,6.458817096955302,53,1515,Rain,996.936971710944
16/03/2024 11:08,6272,London,Summer,25.48245624382257,45,6.370304379809305,46,7877,Rain,997.2183387764276
15/02/2024 13:18,5187,London,Autumn,28.32999155093971,22,10.422267132006125,24,6635,Fog,975.1267712874738
29/07/2024 13:51,8372,London,Summer,19.0549872238294,65,3.933069851404439,58,9771,Clear,994.3239265396423
09/09/2024 12:44,6199,London,Autumn,33.92382014979328,51,8.445884653766917,40,3767,Storm,998.9202167037788
28/06/2024 20:49,8322,London,Winter,14.0027973057595,52,18.42754683171256,16,8365,Rain,978.9463120779284
20/12/2024 15:31,8683,London,Autumn,17.230380781033844,85,11.276017698294044,17,170,Fog,1004.1305165385256
03/12/2024 09:37,5875,London,Unknown,20.099493546399152,90,16.156286765070774,9,497,Fog,1014.9974363547012
17/06/2024 08:25,6940,London,Winter,20.090506034702173,93,2.45289677165506,11,6342,Storm,971.335066859884
08/04/2024 14:15,7144,London,Autumn,23.097288268928644,44,4.296570337310549,15,8741,Fog,987.0357252023192
05/11/2024 19:32,6580,London,Autumn,10.462925748655351,43,2.782546067825628,0,9061,Clear,991.6369649294752
01/08/2024 13:15,5966,London,Winter,26.85420256340717,34,15.335287052649075,19,3809,Snow,1003.7403236531916
07/09/2024 13:42,8578,London,Summer,16.78309944057675,86,6.286779305525241,18,4704,Rain,993.9785910159026
13/07/2024 13:11,6110,London,Winter,13.977448710993578,24,5.843729416233764,29,5565,Clear,1020.1369560855971
02/11/2024 00:32,7066,London,Winter,32.284713732127145,40,2.2317838729620343,51,6532,Storm,1002.1383964286116
10/07/2024 14:31,6243,London,Spring,22.63727124861385,48,14.414019432270088,34,1162,Fog,1023.0160968437986
01/02/2024 18:38,8128,London,Unknown,18.128430739335368,55,2.237047076726551,54,8027,Rain,993.5248671152513
14/09/2024 20:50,7961,London,Winter,-7.284194927750534,73,10.746175552975014,19,2003,Fog,1008.320217591728
01/05/2024 19:00,5592,London,Autumn,23.960599085833223,36,14.244790669067877,57,7929,Rain,989.55674303601
18/04/2024 18:24,8456,London,Unknown,9.923941604377127,56,8.69702452149224,56,4454,Rain,999.8650258334322
04/05/2024 03:34,6945,London,Spring,34.66115978664118,78,24.030226305459035,48,2278,Rain,999.043119128358
04/09/2024 17:16,7031,London,Winter,15.448828762398902,67,11.01705548300002,40,2952,Snow,991.012643326761
22/12/2024 14:30,6368,London,Summer,-5.787393689491637,64,28.400532372170307,10,541,Snow,993.061093955532
23/05/2024 00:31,5767,London,Unknown,4.323852232516575,26,6.214582840443381,47,3922,Rain,985.6616104379858
26/10/2024 12:37,8166,London,Winter,7.280724132661671,53,10.129117292576368,18,3448,Rain,1013.3430278558196
02/09/2024 05:36,6614,London,Summer,13.510455761823186,45,7.201354913682026,22,9596,Storm,1008.9823109521049
29/09/2024 02:34,7527,London,Winter,3.491080871535232,66,8.966896181599239,19,6395,Fog,994.8324490953808
29/12/2024 07:46,8581,London,Unknown,21.231697133092464,81,17.212881391089113,31,3710,Rain,1018.6218834394974
